R,qr,qt,w
1.346582e+01,-3.628794e+00,2.209339e+00,9.934786e+01
1.250083e+02,3.489991e+00,3.454233e+00,9.884992e+03
6.047130e+01,1.073805e+00,2.348006e+00,6.450771e+02
5.665282e+01,1.142431e+00,3.031859e+00,4.450687e+02
1.256559e+02,1.889380e+00,2.829013e+00,9.907526e+03
4.267626e+01,-7.471756e-01,9.037869e-01,3.675848e+02
3.442638e+01,-1.265985e-01,2.615004e+00,1.528494e+02
1.531105e+01,1.652824e+00,1.664901e+00,9.336042e+01
5.121369e+01,-2.061506e+00,2.308050e+00,3.368373e+02
6.293043e+01,-3.274211e+00,1.305411e+00,8.394998e+02
1.155827e+02,1.052054e+00,3.441354e+00,9.888828e+03
9.974088e+01,-8.864278e-01,1.848789e+00,9.927202e+03
6.264061e+01,6.849049e-01,1.848161e+00,9.399966e+02
5.969531e+01,-1.268878e-02,3.360000e+00,5.921357e+02
4.056194e+01,-1.125822e+00,1.252878e+00,2.534784e+02
4.777482e+01,1.804005e-01,1.330614e+00,3.894197e+02
3.268991e+01,-2.389606e+00,1.324849e+00,1.533895e+02
4.353284e+01,6.274549e-01,1.824355e+00,2.359075e+02
6.482430e+01,-1.551535e+00,2.959323e+00,1.038795e+03
5.526567e+01,8.358397e-01,2.510091e+00,4.184843e+02
4.560073e+01,-2.635775e+00,1.793171e+00,2.499231e+02
5.374998e+01,1.354134e+00,3.724982e+00,3.631197e+02
5.894193e+01,-8.349336e-01,4.267995e+00,5.622356e+02
1.031466e+02,1.432301e+00,4.078346e+00,9.891341e+03
5.951485e+01,-3.923670e-03,3.622787e+00,5.789976e+02
4.957240e+01,2.204031e+00,1.732304e+00,2.579424e+02
5.748641e+01,2.374016e+00,3.887883e+00,4.749118e+02
2.662281e+01,3.012029e-01,7.864086e-01,2.350140e+02
4.988035e+01,3.152430e+00,2.560830e+00,2.671851e+02
3.657291e+01,-1.096342e+00,1.017648e+00,2.355670e+02
1.384109e+02,1.368529e+00,2.428355e+00,9.894878e+03
1.273568e+02,1.548038e-01,2.922984e+00,9.848878e+03
4.436339e+01,-5.696023e-01,5.626054e+00,2.506269e+02
4.635832e+01,-2.180620e-01,2.053915e+00,2.797565e+02
1.008122e+02,8.127107e+00,5.024716e-01,9.373575e+03
4.701865e+01,-3.155977e-01,3.898931e+00,2.555892e+02
1.305187e+02,2.181225e+00,1.918712e+00,9.897431e+03
1.076863e+02,-2.217730e+00,1.125436e+00,9.817957e+03
5.989034e+01,9.342656e-01,3.022267e-01,1.071950e+03
2.285387e+01,-1.314659e+00,2.015971e+00,1.178923e+02
1.257176e+02,-2.936674e+00,1.878397e+00,9.748885e+03
4.397556e+01,-5.653897e-01,2.120468e+00,2.452512e+02
9.445561e+00,1.113550e+00,2.360279e+00,8.828355e+01
4.546180e+01,6.186610e-01,2.764775e+00,2.305902e+02
5.778348e+01,3.186252e-01,3.443112e+00,4.984938e+02
6.297235e+01,-2.360285e-01,1.902350e+00,1.051619e+03
5.842691e+01,3.249852e+00,6.035345e+00,6.056419e+02
2.447958e+01,-1.295137e-01,2.368615e+00,1.178040e+02
5.708550e+01,-1.231300e+00,1.761570e+00,5.724916e+02
1.291344e+02,-4.287247e+00,1.083713e+00,9.802997e+03
5.289197e+01,-2.183555e+00,2.918488e+00,3.670128e+02
4.084185e+01,-7.023298e-01,3.054209e+00,1.935326e+02
4.862854e+01,-3.746094e-01,1.614847e+00,3.671150e+02
2.780201e+01,-1.518514e+00,3.178578e+00,1.262587e+02
5.677060e+01,4.639745e+00,3.409240e+00,4.685777e+02
1.746133e+01,-7.644430e-01,9.220268e-01,1.596670e+02
4.004110e+01,2.474452e+00,2.144970e+00,1.632756e+02
1.278983e+02,5.987025e-01,2.025606e+00,9.875132e+03
3.895152e+01,-9.154408e-01,1.067332e+00,2.693306e+02
5.097819e+01,2.860172e-01,2.353466e+00,3.335065e+02
4.225135e+01,1.180222e+00,2.579910e+00,1.922302e+02
6.064284e+01,2.080515e+00,4.298784e+00,6.317568e+02
5.466961e+01,3.009201e-01,3.219016e-01,1.489241e+03
2.196321e+01,-2.851967e+00,4.785633e+00,1.249927e+02
4.757207e+01,2.721525e+00,1.314190e+00,2.217468e+02
2.542811e+01,-2.222585e+00,2.926695e+00,1.204983e+02
9.934175e+01,-1.890778e+00,1.047784e+00,9.899409e+03
3.424971e+00,-1.859597e+00,3.186474e+00,8.714887e+01
5.425198e+01,2.109086e+00,4.627832e+00,3.954546e+02
4.799431e+01,-4.046250e+00,2.045298e+00,2.872211e+02
1.007397e+02,-1.035733e+00,2.888627e+00,9.920394e+03
4.137447e+01,7.448723e-01,2.375473e+00,1.935590e+02
6.251068e+01,-1.843040e+00,1.744979e+00,8.811867e+02
3.670802e+01,-1.684649e-01,2.938871e+00,1.627187e+02
1.541448e+01,1.934342e+00,1.084413e+00,9.353931e+01
6.374438e+01,-1.080314e+00,2.769944e+00,9.382017e+02
5.026246e+01,2.042270e+00,5.095390e+00,3.214695e+02
5.841302e+01,8.402927e-01,1.031270e+00,7.711866e+02
5.613515e+01,4.907625e-01,5.063174e+00,4.628057e+02
5.064278e+01,1.610475e+00,3.091506e+00,2.911695e+02
1.373501e+02,3.104968e-01,3.217063e-01,9.890791e+03
4.315368e+01,-1.367592e-01,2.031579e+00,2.390028e+02
2.440540e+01,2.006124e+00,2.473414e+00,1.048299e+02
3.580862e+01,1.619824e+00,1.098333e+00,1.526166e+02
3.479983e+01,-1.786911e+00,1.757535e+00,1.665383e+02
5.158184e+01,3.248175e+00,3.157442e+00,3.072663e+02
4.326583e+01,3.482240e+00,3.392243e+00,2.058379e+02
9.020718e+01,1.087225e+00,2.466997e+00,9.814557e+03
1.295902e+02,5.782346e-01,2.293364e+00,9.867540e+03
1.206423e+01,-3.918225e-01,1.084825e+00,1.469625e+02
4.311408e+01,1.849691e+00,4.875527e+00,2.208144e+02
2.257837e+01,1.052834e+00,2.211126e+00,1.062438e+02
7.414767e+01,2.780674e+00,1.658166e+00,8.936190e+03
5.944219e+01,-1.384931e+00,5.511797e+00,6.297325e+02
4.238474e+01,-3.500518e-01,1.723940e+00,2.545201e+02
4.824860e+01,5.245242e+00,4.103589e+00,3.029581e+02
9.588777e+01,6.670390e-01,6.224159e-01,9.601756e+03
1.183829e+02,-2.529820e-01,3.750956e+00,9.861653e+03
3.803178e+01,3.449410e-01,1.881281e+00,1.908482e+02
1.288466e+02,-3.308159e-02,4.236280e+00,9.840513e+03
6.733486e+01,1.364354e+00,2.744135e+00,1.430597e+03
3.887192e+01,2.313694e+00,1.130424e+00,1.527043e+02
1.356590e+02,5.795531e-01,1.456418e+00,9.876547e+03
6.290711e+01,-7.678882e-01,2.306814e+00,9.215778e+02
2.983389e+01,6.275393e+00,8.565607e+00,2.171684e+02
1.106998e+02,-2.028005e+00,2.972631e-01,9.816303e+03
6.484387e+01,-1.536321e+00,3.433400e+00,1.017248e+03
4.467676e+01,2.403576e+00,3.798927e+00,2.194331e+02
2.510454e+01,1.178366e+00,1.639039e+00,1.171549e+02
1.391171e+02,1.175229e+00,7.153423e-01,9.903415e+03
6.095391e+01,-3.395631e+00,3.612359e+00,6.953853e+02
3.056800e+01,3.490092e+00,1.594912e+00,1.190368e+02
6.270245e+01,2.910133e+00,4.526264e+00,7.865205e+02
9.886383e+01,-3.665302e-01,2.986179e+00,9.939319e+03
4.764298e+01,7.078075e-01,3.079526e+00,2.548054e+02
2.888292e+01,1.220484e+00,1.155324e+00,1.375868e+02
6.639858e+01,1.008777e+00,3.683631e+00,1.199212e+03
2.027224e+01,-1.817266e-01,3.378212e+00,1.033066e+02
4.471867e+01,1.262594e+00,2.380653e+00,2.154546e+02
5.888040e+01,-6.333004e-02,2.389048e+00,6.065328e+02
5.442131e+01,-1.505282e+00,1.850330e+00,4.470130e+02
7.110090e+01,-2.336328e+00,3.288021e+00,3.010722e+03
3.504533e+01,3.425470e+00,1.899924e+00,1.369170e+02
6.178946e+01,-2.145521e+00,6.188131e-01,8.806921e+02
4.934057e+01,-1.206755e-01,2.404059e+00,3.068718e+02
3.983940e+01,-5.165873e+00,4.087657e+00,2.298386e+02
2.480315e+01,2.274032e+00,8.204448e-01,1.033622e+02
1.121491e+02,-2.689699e+00,2.413800e+00,9.784676e+03
6.267667e+01,-3.695741e-01,3.336527e+00,7.970245e+02
1.358558e+02,2.225159e+00,4.133637e+00,9.885500e+03
5.070798e+01,2.159244e+00,3.767871e+00,2.992819e+02
4.517420e+01,3.907539e+00,4.928848e+00,2.582233e+02
6.319548e+01,3.174369e-01,2.418189e+00,9.174629e+02
3.983889e+01,8.117483e-01,4.390294e+00,1.853464e+02
4.116898e+01,7.988198e-01,1.900072e+00,2.025104e+02
4.529250e+01,-4.335713e+00,4.781010e+00,2.850186e+02
1.701747e+01,-4.153454e+00,1.931484e+00,1.072761e+02
2.018698e+01,4.370741e+00,1.313550e+00,1.012923e+02
3.755889e+01,-2.550093e-01,2.214494e+00,1.816100e+02
4.646737e+01,-3.819715e-01,9.361172e-01,4.918853e+02
2.361740e+01,3.431655e+00,3.724248e+00,1.151748e+02
3.691317e+01,1.065919e+00,1.572106e+00,1.713386e+02
5.984525e+01,6.910756e-01,7.138885e-01,1.127687e+03
4.126158e+01,-2.096892e-01,3.873333e+00,1.950840e+02
4.811647e+01,-2.207107e+00,2.946006e+00,2.786094e+02
4.579509e+01,-2.109455e+00,2.040332e+00,2.537845e+02
5.785201e+01,1.291895e+00,1.979002e+00,5.129456e+02
3.872543e+01,2.316057e+00,4.453183e+00,1.797058e+02
4.155154e+01,2.970999e+00,1.293813e+00,1.667618e+02
2.626553e+01,-2.259522e+00,1.818459e+00,1.250302e+02
1.343136e+02,-1.499317e+00,2.214417e+00,9.767674e+03
3.411404e+01,1.718713e+00,2.168384e+00,1.361372e+02
4.268990e+01,-2.079785e+00,3.230787e+00,2.143904e+02
1.370031e+02,-4.255715e-01,2.184802e+00,9.810763e+03
6.260908e+01,5.783485e+00,2.887847e+00,7.928191e+02
5.255000e+01,-9.482621e-02,2.259921e+00,3.835752e+02
3.871575e+01,1.359603e+00,2.074104e+00,1.660408e+02
5.425965e+01,5.256488e-01,3.134851e+00,3.833894e+02
4.761920e+01,2.405479e+00,3.373312e+00,2.465332e+02
5.405139e+01,-1.651223e+00,6.142759e-01,5.278885e+02
4.524920e+01,-3.262157e-01,3.854538e+00,2.339253e+02
5.168213e+01,-1.363870e+00,5.627619e-01,5.141018e+02
4.385433e+01,3.380815e+00,1.630968e+00,1.883015e+02
8.012290e+00,3.429891e+00,2.334719e+00,8.849453e+01
3.206859e+01,2.457857e+00,5.699736e+00,1.610379e+02
8.021236e+00,-9.174405e-01,4.574426e+00,9.441154e+01
7.270128e+01,4.364959e+00,3.104998e+00,4.108376e+03
4.123476e+01,-1.526673e-01,1.774003e+00,2.363437e+02
4.502215e+01,-2.404162e+00,2.908426e+00,2.393711e+02
1.997901e+01,6.054696e-01,4.114803e+00,1.044942e+02
6.853984e+01,1.940410e+00,1.846314e+00,1.804657e+03
3.362397e+01,-1.144330e+00,3.740675e+00,1.499346e+02
1.560110e+01,2.202890e+00,1.285778e+00,9.052022e+01
5.191716e+01,7.818311e-01,1.678810e+00,3.806998e+02
1.301140e+01,-1.351807e+00,3.369358e+00,9.433171e+01
4.813982e+01,-1.395937e+00,1.585339e+00,3.208357e+02
3.928835e+01,-1.683897e+00,2.171220e+00,1.909590e+02
1.068717e+02,2.448091e-01,2.226026e+00,9.898914e+03
4.766713e+01,2.105481e+00,2.108172e+00,2.352085e+02
6.768261e+01,4.048289e-01,1.249120e+00,2.822049e+03
1.366716e+01,7.951502e-01,1.382185e+00,1.116878e+02
8.463230e+01,4.192465e+00,4.418313e+00,9.629260e+03
4.207172e+01,3.138179e+00,3.774950e+00,1.987506e+02
1.328044e+02,-1.425166e+00,1.718202e+00,9.753231e+03
1.204891e+01,-2.834509e+00,3.102459e+00,9.666207e+01
1.251108e+02,-4.093319e+00,1.795435e+00,9.778714e+03
5.870946e+01,-9.790173e-01,2.979003e+00,5.610450e+02
5.162093e+01,-1.496569e+00,2.769480e+00,3.407449e+02
3.945004e+01,2.015875e+00,1.105304e+00,1.615867e+02
1.291009e+02,2.994420e+00,1.951901e+00,9.843763e+03
1.008806e+02,-6.205317e-01,1.982622e+00,9.926721e+03
4.237288e+01,-1.035220e+00,3.864546e+00,2.086434e+02
2.869146e+01,1.341451e+00,8.727750e-01,1.379065e+02
1.141546e+02,-5.046574e-01,5.975835e+00,9.865035e+03
5.160457e+01,1.562123e+00,1.980015e+00,3.115683e+02
4.220771e+01,2.372893e+00,4.028010e+00,1.998616e+02
6.555285e+01,-2.989129e+00,4.117409e+00,1.125964e+03
6.491659e+01,-1.767834e+00,2.480723e+00,1.083659e+03
3.748288e+01,-3.007335e+00,4.244127e+00,1.875024e+02
3.528518e+01,-1.243774e+00,9.839752e-01,2.161987e+02
5.315819e+01,4.895511e+00,9.684373e+00,5.727369e+02
3.237197e+01,2.343531e-01,7.264375e-01,3.068044e+02
6.297708e+01,2.033869e+00,2.683942e+00,7.597779e+02
4.490059e+01,-1.249276e-01,3.346229e+00,2.277299e+02
2.372971e+01,5.562029e-01,5.394761e+00,1.242541e+02
1.432007e+01,-2.473906e+00,1.087934e+00,9.936496e+01
5.430473e+01,2.818633e+00,2.732372e+00,3.538945e+02
1.025082e+01,-1.938977e+00,4.618692e+00,9.944389e+01
1.482197e+01,-2.975078e+00,5.499580e+00,1.172385e+02
2.943688e+01,-2.024857e+00,3.887893e+00,1.365662e+02
4.412020e+01,-1.633424e+00,2.091790e+00,2.378806e+02
5.813628e+01,-1.740732e+00,7.349521e+00,6.471712e+02
2.784682e+01,1.853976e+00,4.306387e+00,1.256830e+02
1.105925e+02,-1.071510e+00,3.405397e+00,9.869523e+03
6.120108e+01,1.373304e+00,2.671601e+00,6.595006e+02
2.435711e+01,-4.293906e-01,1.755490e+00,1.347953e+02
6.812118e+01,3.740556e-02,3.044110e+00,1.718165e+03
1.043379e+02,-7.988469e-01,3.027737e+00,9.905659e+03
5.069262e+01,1.398503e+00,3.903124e+00,3.024173e+02
3.301280e+01,-1.161323e+00,2.999479e+00,1.462977e+02
5.046197e+01,3.912141e+00,2.331349e+00,2.795012e+02
6.437093e+01,1.813714e+00,2.059184e+00,9.301197e+02
1.470945e+01,-9.961932e-01,2.219526e+00,9.962116e+01
6.638296e+01,5.478743e-01,6.890572e-01,2.977867e+03
4.757265e+01,1.993804e+00,3.625325e+00,2.496585e+02
4.425424e+01,4.590378e-01,4.127902e+00,2.216939e+02
1.213088e+02,-8.218960e-01,9.451853e-01,9.769481e+03
2.390027e+01,-3.575954e+00,5.841377e-01,1.185098e+02
4.791484e+01,4.690428e+00,4.817510e+00,3.034450e+02
5.523904e+01,1.123726e+00,2.632635e+00,4.049787e+02
4.702190e+01,-3.813651e+00,2.538431e+00,2.733505e+02
4.063209e+01,-3.221692e-01,4.375490e+00,1.946690e+02
2.656755e+01,3.796133e-02,2.461762e+00,1.218137e+02
4.562671e+01,1.400495e+00,1.146417e+00,2.453011e+02
6.669717e+01,4.319624e-01,2.818528e+00,1.372712e+03
4.035215e+01,5.624979e-01,9.720686e-01,2.887813e+02
3.994355e+01,-2.133856e+00,2.705067e+00,1.912265e+02
5.112882e+01,-2.479513e+00,3.168347e+00,3.310776e+02
1.360828e+02,6.296505e-01,2.886640e+00,9.850929e+03
4.138269e+01,-2.642705e+00,9.318167e-01,2.120823e+02
5.278034e+01,-1.769054e+00,1.670936e+00,3.989733e+02
1.285461e+02,-2.272503e+00,2.323631e+00,9.750643e+03
1.768468e+01,2.569729e+00,3.060584e+00,9.634626e+01
5.425500e+01,8.109121e-01,4.884420e-01,6.922698e+02
5.000215e+01,3.881517e-01,1.748521e+00,3.565862e+02
9.814693e+01,-1.221210e+00,5.852943e+00,9.909050e+03
1.313969e+02,1.369139e+00,3.548527e-01,9.844684e+03
3.842994e+01,-3.379481e-01,4.533134e+00,1.802422e+02
3.523384e+01,-1.572020e+00,2.131715e+00,1.650102e+02
3.028282e+01,-2.291144e+00,1.852779e+00,1.395216e+02
2.535788e+01,2.180006e+00,1.809300e+00,1.050151e+02
1.486815e+01,9.162703e-01,2.638805e+00,9.263841e+01
2.902059e+01,2.159927e+00,2.725948e+00,1.176292e+02
5.556445e+01,1.637533e+00,3.990427e+00,4.146460e+02
1.243919e+01,-1.187299e+00,1.961311e+00,9.877389e+01
5.249572e+01,-1.582702e+00,2.948235e+00,3.572983e+02
4.456155e+01,-8.109894e-01,2.469569e+00,2.385306e+02
2.625399e+01,1.711294e+00,4.654069e+00,1.241715e+02
1.285098e+02,1.441625e-01,2.939115e+00,9.846236e+03
7.137619e+01,1.413592e+00,3.677680e+00,3.158063e+03
6.727815e+01,2.640388e+00,2.958304e+00,1.291189e+03
6.617845e+01,-1.041402e+00,3.358929e+00,1.220580e+03
4.704441e+01,1.350276e+00,2.766327e+00,2.395650e+02
1.133684e+02,2.229486e+00,1.658113e+00,9.758888e+03
5.297367e+01,2.950331e+00,1.107744e+00,3.005432e+02
3.928629e+01,-1.434084e-01,3.093091e+00,1.786601e+02
3.653411e+01,3.571065e+00,4.162787e+00,1.693071e+02
1.303595e+02,-1.078124e+00,1.192373e+00,9.749576e+03
3.307045e+01,1.427281e-01,1.604934e+00,1.786855e+02
2.790538e+01,3.446237e-01,3.360375e+00,1.210052e+02
3.106530e+01,3.677615e+00,4.716403e+00,1.504104e+02
4.918705e+01,-6.612244e-01,1.242212e+00,4.400567e+02
9.146230e+01,-1.246662e+00,6.363214e-01,1.004031e+04
9.897465e+01,-9.822062e-01,1.555113e+00,9.927135e+03
4.900137e+01,-3.054168e+00,3.680924e+00,3.035943e+02
2.695762e+01,-4.128665e+00,1.299980e+00,1.306742e+02
4.709189e+01,-3.723751e+00,2.146717e+00,2.713075e+02
4.274984e+01,1.700055e+00,1.429878e+00,1.938694e+02
5.432818e+01,-1.239387e+00,2.530638e+00,4.143922e+02
4.074250e+01,-3.867290e-01,2.445502e+00,2.002118e+02
2.958623e+01,-3.862867e+00,3.347064e+00,1.460840e+02
5.754735e+01,1.240892e+00,3.525555e+00,4.762210e+02
6.358674e+01,3.014941e-01,2.891786e+00,8.989793e+02
5.700589e+01,-2.975391e+00,6.368475e+00,5.766857e+02
4.817836e+01,5.096331e-01,3.838558e+00,2.661650e+02
3.074264e+01,2.474178e-01,1.195017e+00,1.991971e+02
5.700471e+01,-1.786890e+00,9.330023e-01,6.011555e+02
1.224826e+02,2.177818e+00,1.653245e+00,9.842238e+03
1.148518e+02,9.741417e-01,5.683871e-01,9.779918e+03
5.049219e+01,1.224596e+00,2.263314e+00,2.979172e+02
1.262071e+02,1.558307e+00,3.084966e+00,9.897444e+03
6.372884e+01,-2.177311e-01,7.234659e+00,1.020960e+03
4.663321e+01,5.794770e-01,2.780066e+00,2.451765e+02
5.105369e+01,3.949015e+00,3.636278e+00,3.171793e+02
4.973947e+01,4.006349e+00,2.509126e+00,2.727585e+02
4.987513e+01,-2.344106e+00,2.525265e+00,3.083339e+02
3.552391e+01,-1.633374e-01,1.403049e+00,2.200245e+02
1.358963e+02,-3.084839e+00,3.188913e+00,9.758565e+03
6.312186e+01,-1.799336e+00,1.734933e+00,9.500743e+02
2.330228e+01,3.693546e+00,9.113957e-01,1.006329e+02
6.296990e+01,6.991402e-02,9.653030e-01,1.813283e+03
4.328236e+01,5.122936e+00,1.571272e+00,2.059657e+02
5.783514e+01,-1.268204e+00,3.641970e+00,5.133221e+02
3.183308e+01,7.983018e-01,3.363293e+00,1.335638e+02
1.334743e+02,2.310391e+00,2.320385e+00,9.910528e+03
1.921912e+01,1.707087e+00,2.016772e+00,9.629470e+01
5.234459e+01,1.483955e+00,1.472088e+00,3.435542e+02
3.431444e+01,-4.393838e-01,1.109838e+00,2.476827e+02
4.818220e+01,-1.719217e+00,5.324669e+00,3.032645e+02
2.498289e+01,-5.336281e+00,1.381284e+00,1.352100e+02
3.339365e+01,-4.306785e-01,3.366741e+00,1.452258e+02
4.497474e+01,-1.223407e+00,5.810711e+00,2.650359e+02
1.215276e+02,4.672159e-01,1.999857e+00,9.876615e+03
6.795275e+01,4.118602e+00,2.768276e+00,1.402473e+03
5.381394e+01,2.614690e-01,8.184485e-01,8.224244e+02
4.557393e+01,-1.943117e+00,1.076653e+00,2.777613e+02
4.586193e+01,-1.899288e+00,3.652912e+00,2.489062e+02
8.981005e+01,1.219250e+00,1.654177e+00,9.635489e+03
3.170196e+01,-2.920457e+00,1.124541e+00,1.461877e+02
2.132991e+01,9.920630e-02,4.732624e-01,3.487194e+02
1.364171e+02,-1.135408e+00,2.128972e+00,9.779552e+03
5.781020e+01,-9.481985e-01,3.418018e+00,5.118597e+02
2.584311e+01,8.101936e-01,1.435776e+00,1.345010e+02
2.079112e+01,-1.028099e+00,3.822678e+00,1.076671e+02
3.754565e+01,9.448117e-01,5.367365e+00,1.833634e+02
1.677138e+01,-1.380699e+00,1.784680e+00,1.069254e+02
6.398616e+01,-2.848058e-01,4.182559e+00,9.025767e+02
5.150087e+01,-1.879872e-01,1.738724e+00,4.162174e+02
8.763867e+01,-1.724496e+00,1.443384e+00,1.005531e+04
4.085803e+01,1.831825e+00,7.751090e-01,1.787201e+02
1.677317e+01,-9.887038e-01,3.570112e+00,9.931228e+01
9.047600e+01,1.586243e+00,1.886215e+00,9.609051e+03
4.920636e+01,-4.394017e+00,1.554442e+00,3.087093e+02
3.117372e+01,1.503134e-01,2.486571e+00,1.374640e+02
4.008881e+01,-1.222382e-01,1.059073e+00,3.315425e+02
5.004469e+01,2.596514e+00,1.247656e+00,2.551631e+02
4.253066e+01,2.451939e+00,8.249772e-01,1.744141e+02
1.715068e+01,-4.761951e-03,3.968465e+00,9.955584e+01
6.720685e+01,-1.390386e-01,4.063675e+00,1.368988e+03
3.126551e+01,1.240165e+00,4.498947e+00,1.391971e+02
4.632177e+01,-1.365009e+00,1.811524e+00,2.802136e+02
4.965798e+01,-7.206604e-01,1.433100e+00,4.087607e+02
3.976731e+01,-1.026914e+00,1.646420e+00,2.216365e+02
2.924434e+01,3.034175e-01,1.127859e+00,1.953200e+02
8.302093e+01,-1.815116e+00,4.485506e+00,1.000285e+04
6.305220e+01,9.900614e-01,3.946316e+00,7.964718e+02
3.309414e+01,-1.977334e+00,2.551084e+00,1.493846e+02
1.266871e+02,9.359446e-01,1.425386e+00,9.899984e+03
2.228430e+01,-5.079084e+00,2.941547e+00,1.306969e+02
1.392255e+02,4.094528e-01,3.628881e-01,9.896830e+03
3.406783e+01,-9.102910e-01,1.320474e+00,2.010027e+02
4.796657e+01,1.967800e+00,3.752492e+00,2.568178e+02
3.412035e+01,1.850333e+00,5.652606e+00,1.686259e+02
2.778128e+01,5.536713e-01,2.452630e+00,1.221400e+02
1.976671e+01,-1.364244e+00,2.953832e+00,1.046958e+02
5.649008e+01,-2.105846e+00,2.136295e+00,4.836693e+02
5.191134e+01,-3.066111e-01,3.509184e-01,1.409825e+03
2.674046e+01,-1.962004e+00,3.662879e+00,1.256991e+02
5.757275e+01,-6.010086e-01,2.750311e+00,5.203366e+02
5.146760e+01,-2.533333e+00,3.029261e+00,3.376387e+02
5.195083e+01,1.199371e-03,1.418863e+00,4.925995e+02
2.209739e+01,8.116536e-01,3.367494e+00,1.048100e+02
9.436150e+01,-5.944775e-02,2.967054e+00,9.952740e+03
1.312285e+02,-8.735719e-01,2.521286e+00,9.805728e+03
1.293164e+02,-1.379251e+00,9.251062e-01,9.733359e+03
6.700592e+01,9.972785e-01,2.186218e+00,1.524645e+03
5.820696e+01,5.581252e-01,3.597298e+00,5.117887e+02
5.501907e+01,-9.073736e-01,9.858672e-01,6.883542e+02
2.601054e+01,3.664051e+00,4.505853e+00,1.303196e+02
9.631130e+01,4.413158e+00,2.908432e+00,9.541551e+03
5.785143e+01,-1.008384e+00,5.046675e+00,5.357658e+02
6.351348e+01,-1.756232e+00,8.802967e-01,1.156111e+03
2.269251e+01,-7.261364e-01,1.724743e+00,1.289724e+02
5.345277e+01,-2.588323e+00,4.624693e+00,4.034636e+02
3.418025e+01,-7.305083e+00,5.032378e+00,2.266232e+02
4.350199e+01,-5.854712e-01,2.048386e+00,2.434543e+02
1.382622e+02,-6.886822e+00,1.613428e+00,9.824308e+03
4.655177e+01,-7.971973e-01,2.039968e+00,2.823567e+02
3.773794e+01,-1.118783e-01,1.667774e+00,2.116886e+02
5.685067e+01,2.625853e-01,4.551935e-01,1.566557e+03
2.274233e+01,-1.041053e+00,3.540178e+00,1.110890e+02
4.139737e+01,-1.819832e+00,3.667210e+00,2.031864e+02
1.276556e+01,2.114837e+00,3.231323e+00,9.090516e+01
1.523986e+01,1.330642e+00,2.815049e+00,9.194621e+01
1.072406e+01,-2.410156e+00,8.881801e-01,9.535325e+01
9.529816e+01,-2.765530e+00,3.008516e+00,9.897383e+03
3.749059e+01,-5.693466e-01,3.154115e+00,1.684416e+02
6.710061e+01,5.083362e+00,4.942491e+00,1.416789e+03
4.016356e+01,2.299219e+00,1.863390e+00,1.631361e+02
5.470265e+01,7.657844e-02,1.229498e+00,6.667982e+02
3.826344e+01,-3.084630e-01,1.663543e+00,2.177592e+02
4.542583e+01,6.667556e-02,1.617264e+00,3.024167e+02
5.376984e+01,-1.312013e+00,1.595395e+00,4.588073e+02
1.840831e+01,-1.102546e+00,3.015699e+00,1.016056e+02
5.899451e+01,-3.963437e+00,7.485529e-01,5.784855e+02
1.279109e+01,2.573602e+00,2.802727e+00,9.003736e+01
3.974429e+01,1.967386e+00,3.470417e+00,1.733162e+02
3.106408e+01,2.509443e+00,2.598217e+00,1.235294e+02
4.049594e+01,1.699714e+00,1.310719e+00,1.768172e+02
4.617911e+01,-1.330747e+00,1.581573e+00,2.918043e+02
2.661457e+01,-1.683152e+00,6.485212e-01,1.524937e+02
5.080206e+01,-2.822621e+00,1.971744e+00,3.274335e+02
5.016855e+01,-4.547990e+00,5.341583e+00,3.792783e+02
6.712804e+01,-3.646869e-01,2.625663e+00,1.558201e+03
5.615938e+01,-1.232404e+00,4.144801e-01,7.866601e+02
6.627939e+01,9.216722e-01,3.485859e+00,1.189868e+03
5.688936e+01,1.386853e+00,3.247484e+00,4.486929e+02
3.185501e+01,-8.795845e-01,2.354359e+00,1.462676e+02
2.415639e+01,6.675262e-01,6.813300e-01,1.885582e+02
5.055159e+01,2.791888e+00,2.212455e+00,2.718555e+02
6.325394e+01,3.727546e-01,5.123551e+00,8.533210e+02
6.140825e+01,-5.142760e-01,6.296082e-01,1.889653e+03
3.958493e+01,-3.015311e+00,9.260973e-01,1.932983e+02
4.402707e+01,-7.984243e-01,1.678596e+00,2.728117e+02
1.256951e+02,-9.730930e-01,4.645494e+00,9.837074e+03
4.633528e+01,5.713271e-02,3.293770e+00,2.432467e+02
5.601347e+01,-2.438780e-01,2.652224e+00,4.634210e+02
1.218698e+02,2.338277e+00,2.052686e+00,9.862142e+03
3.283570e+01,-1.521783e+00,2.204500e+00,1.513671e+02
1.274654e+02,1.706310e+00,3.149401e-01,9.775337e+03
2.423862e+01,9.399169e-01,2.865175e+00,1.083143e+02
1.349147e+02,1.168979e-01,1.936951e+00,9.837286e+03
4.516805e+01,3.007332e+00,1.616520e+00,1.985246e+02
9.848597e+01,5.698858e-01,2.859882e+00,9.909660e+03
5.487772e+01,1.426811e+00,2.198669e+00,3.917722e+02
4.285344e+01,1.555682e-01,2.190048e+00,2.235644e+02
7.162598e+01,1.120808e+00,2.041355e+00,5.273013e+03
5.683851e+01,-1.205080e+00,1.519859e+00,5.978400e+02
5.454439e+01,-1.091806e+00,1.331190e+00,5.442980e+02
3.808251e+01,-1.051845e+00,1.197369e+00,2.371827e+02
